Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"First Place Solution for NLPCC 2018 Shared Task User Profiling and Recommendation","Natural Language Processing and Chinese Computing","","","","10.1007/978-3-319-99501-4_2","Qiaojing XieYuqian WangZhenjing XuKaidong YuChen WeiZhiChen Yu","2018","http://link.springer.com/chapter/10.1007/978-3-319-99501-4_2","Chapter"
"Infrequent Item-to-Item Recommendation via Invariant Random Fields","Advances in Soft Computing","","","","10.1007/978-3-030-04491-6_20","Bálint DaróczyFrederick Ayala-GómezAndrás Benczúr","2018","http://link.springer.com/chapter/10.1007/978-3-030-04491-6_20","Chapter"
"Contextual Dependent Click Bandit Algorithm for Web Recommendation","Computing and Combinatorics","","","","10.1007/978-3-319-94776-1_4","Weiwen LiuShuai LiShengyu Zhang","2018","http://link.springer.com/chapter/10.1007/978-3-319-94776-1_4","Chapter"
"Enhancing Social Recommendation with Sentiment Communities","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26187-4_28","Davide Feltoni GuriniFabio GasparettiAlessandro MicarelliGiuseppe Sansonetti","2015","http://link.springer.com/chapter/10.1007/978-3-319-26187-4_28","Chapter"
"Leveraging the Dynamic Changes from Items to Improve Recommendation","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_37","Zongze JinYun ZhangWeimin MuWeiping WangHai Jin","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_37","Chapter"
"Hybrid Context Aware Recommendation System for E-Health Care by merkle hash tree from cloud using evolutionary algorithm","Soft Computing","","24","10","10.1007/s00500-019-04322-7","N. DeepaP. Pandiaraja","2020","http://link.springer.com/article/10.1007/s00500-019-04322-7","Article"
"PRTIRG: A Knowledge Graph for People-Readable Threat Intelligence Recommendation","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-29551-6_5","Ming DuJun JiangZhengwei JiangZhigang LuXiangyu Du","2019","http://link.springer.com/chapter/10.1007/978-3-030-29551-6_5","Chapter"
"Leveraging app usage contexts for app recommendation: a neural approach","World Wide Web","","22","6","10.1007/s11280-018-0543-8","Yanan XuYanmin ZhuYanyan ShenJiadi Yu","2019","http://link.springer.com/article/10.1007/s11280-018-0543-8","Article"
"Rule-Guided Graph Neural Networks for Recommender Systems","The Semantic Web – ISWC 2020","","","","10.1007/978-3-030-62419-4_22","Xinze LyuGuangyao LiJiacheng HuangWei Hu","2020","http://link.springer.com/chapter/10.1007/978-3-030-62419-4_22","Chapter"
"Dependable Software Engineering. Theories, Tools, and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-91265-9","Prof. Shengchao QinProf. Dr. Jim WoodcockWenhui Zhang","2021","http://link.springer.com/book/10.1007/978-3-030-91265-9","Book"
"An Eclipse Plugin to Support Agile Reuse","Extreme Programming and Agile Processes in Software Engineering","","","","10.1007/11499053_19","Frank McCareyMel Ó CinnéideNicholas Kushmerick","2005","http://link.springer.com/chapter/10.1007/11499053_19","Chapter"
"Using Evolving Agents to Critique Subjective Music Compositions","Computational Intelligence and Security","","","","10.1007/978-3-540-74377-4_36","Chuen-Tsai SunJi-Lung HsiehChung-Yuan Huang","2007","http://link.springer.com/chapter/10.1007/978-3-540-74377-4_36","Chapter"
"Which startup to invest in: a personalized portfolio strategy","Annals of Operations Research","","263","1 - 2","10.1007/s10479-016-2316-z","Hao ZhongChuanren LiuJunwei ZhongHui Xiong","2018","http://link.springer.com/article/10.1007/s10479-016-2316-z","Article"
"Evaluating Subjective Compositions by the Cooperation Between Human and Adaptive Agents","MICAI 2006: Advances in Artificial Intelligence","","","","10.1007/11925231_93","Chung-Yuan HuangJi-Lung HsiehChuen-Tsai SunChia-Ying Cheng","2006","http://link.springer.com/chapter/10.1007/11925231_93","Chapter"
"A Web Browsing Behavior Recording System","Knowledge-Based and Intelligent Information and Engineering Systems","","","","10.1007/978-3-642-23866-6_6","Hayato OhmuraTeruaki KitasukaMasayoshi Aritsugi","2011","http://link.springer.com/chapter/10.1007/978-3-642-23866-6_6","Chapter"
"Event Phase Extraction and Summarization","Web Information Systems Engineering – WISE 2016","","","","10.1007/978-3-319-48740-3_35","Chengyu WangRong ZhangXiaofeng HeGuomin ZhouAoying Zhou","2016","http://link.springer.com/chapter/10.1007/978-3-319-48740-3_35","Chapter"
"Dynamic Pattern Mining: An Incremental Data Clustering Approach","Journal on Data Semantics II","","","","10.1007/978-3-540-30567-5_4","Seokkyung ChungDennis McLeod","2005","http://link.springer.com/chapter/10.1007/978-3-540-30567-5_4","Chapter"
"Exploiting Online Newspaper Articles Metadata for Profiling City Areas","Intelligent Data Engineering and Automated Learning – IDEAL 2019","","","","10.1007/978-3-030-33617-2_22","Livio CasconePietro DucangeFrancesco Marcelloni","2019","http://link.springer.com/chapter/10.1007/978-3-030-33617-2_22","Chapter"
"Novel guidelines manage youth maladaptive aggression","Springer Healthcare News","","1","1","10.1007/s40014-012-0368-9","","2012","http://link.springer.com/article/10.1007/s40014-012-0368-9","Article"
"Improving accountability in recommender systems research through reproducibility","User Modeling and User-Adapted Interaction","","31","5","10.1007/s11257-021-09302-x","Alejandro BellogínAlan Said","2021","http://link.springer.com/article/10.1007/s11257-021-09302-x","Article"
"Evaluating recommender systems from the user’s perspective: survey of the state of the art","User Modeling and User-Adapted Interaction","","22","4 - 5","10.1007/s11257-011-9115-7","Pearl PuLi ChenRong Hu","2012","http://link.springer.com/article/10.1007/s11257-011-9115-7","Article"
"Recommendation over time: a probabilistic model of time-aware recommender systems","Science China Information Sciences","","62","11","10.1007/s11432-018-9915-8","Zuoquan LinHanxuan Chen","2019","http://link.springer.com/article/10.1007/s11432-018-9915-8","Article"
"What Recommenders Recommend – An Analysis of Accuracy, Popularity, and Sales Diversity Effects","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-38844-6_3","Dietmar JannachLukas LercheFatih GedikliGeoffray Bonnin","2013","http://link.springer.com/chapter/10.1007/978-3-642-38844-6_3","Chapter"
"When Is a Recommendation Model Wrong? A Model-Agnostic Tree-Based Approach to Detecting Biases in Recommendations","Advances in Bias and Fairness in Information Retrieval","","","","10.1007/978-3-030-78818-6_9","Joanna Misztal-RadeckaBipin Indurkhya","2021","http://link.springer.com/chapter/10.1007/978-3-030-78818-6_9","Chapter"
"Personalized project recommendations: using reinforcement learning","EURASIP Journal on Wireless Communications and Networking","","2019","1","10.1186/s13638-019-1619-6","Faxin QiXiangrong TongLei YuYingjie Wang","2019","http://link.springer.com/article/10.1186/s13638-019-1619-6","Article"
"Predicting user preferences on changing trends and innovations using SVM based sentiment analysis","Cluster Computing","","22","5","10.1007/s10586-017-1505-0","K. ChidambarathanuK. L. Shunmuganathan","2019","http://link.springer.com/article/10.1007/s10586-017-1505-0","Article"
"iWISE: A Location-Based Service Cloud Computing System with Content Aggregation and Social Awareness","Principle and Application Progress in Location-Based Services","","","","10.1007/978-3-319-04028-8_11","Chi GuoJingnan LiuYuan FangYi WanJingsong Cui","2014","http://link.springer.com/chapter/10.1007/978-3-319-04028-8_11","Chapter"
"The Effects of Big Data on Media Management","Media and Change Management","","","","10.1007/978-3-030-86680-8_4","Gregory A. GreenEdward C. Malthouse","2022","http://link.springer.com/chapter/10.1007/978-3-030-86680-8_4","Chapter"
"Visualizing Impression-Based Preferences of Twitter Users","Social Computing and Social Media","","","","10.1007/978-3-319-07632-4_20","Tadahiko KumamotoTomoya SuzukiHitomi Wada","2014","http://link.springer.com/chapter/10.1007/978-3-319-07632-4_20","Chapter"
"Related Work","Trust-based Collective View Prediction","","","","10.1007/978-1-4614-7202-5_2","Tiejian LuoSu ChenGuandong XuJia Zhou","2013","http://link.springer.com/chapter/10.1007/978-1-4614-7202-5_2","Chapter"
"Die Wirkung von Beziehungen im Influencer Branding","Innovatives Markenmanagement","","","","10.1007/978-3-658-35467-1","Andre Jann Lienemann","2021","http://link.springer.com/book/10.1007/978-3-658-35467-1","Book"
"Business Network Analytics: From Graphs to Supernetworks","Business and Consumer Analytics: New Ideas","","","","10.1007/978-3-030-06222-4_7","Pablo Moscato","2019","http://link.springer.com/chapter/10.1007/978-3-030-06222-4_7","Chapter"
"On analyzing user preference dynamics with temporal social networks","Machine Learning","","107","11","10.1007/s10994-018-5740-2","Fabíola S. F. PereiraJoão GamaSandra de AmoGina M. B. Oliveira","2018","http://link.springer.com/article/10.1007/s10994-018-5740-2","Article"
"Investing Data with Machine Learning Using Python","Strategic System Assurance and Business Analytics","","","","10.1007/978-981-15-3647-2_1","Anish GuptaManish GuptaPrateek Chaturvedi","2020","http://link.springer.com/chapter/10.1007/978-981-15-3647-2_1","Chapter"
"Online Experimentation for Information Retrieval","Information Retrieval","","","","10.1007/978-3-319-25485-2_2","Katja Hofmann","2015","http://link.springer.com/chapter/10.1007/978-3-319-25485-2_2","Chapter"
"Personalized Video for Contents Delivery Network","Advances in Computing Science — ASIAN 2002","","","","10.1007/3-540-36184-7_3","Shinji ShimojoJunzo KamaharaTakahiro NishizawaHideo Miyahara","2002","http://link.springer.com/chapter/10.1007/3-540-36184-7_3","Chapter"
"How BERT’s Dropout Fine-Tuning Affects Text Classification?","Business Intelligence","","","","10.1007/978-3-030-76508-8_11","Salma El AnigriMohammed Majid HimmiAbdelhak Mahmoudi","2021","http://link.springer.com/chapter/10.1007/978-3-030-76508-8_11","Chapter"
"Recommendation System Based on Machine Learning and Deep Learning in Varied Perspectives: A Systematic Review","Information and Communication Technology for Competitive Strategies (ICTCS 2020)","","","","10.1007/978-981-16-0882-7_36","T. B. LalithaP. S. Sreeja","2021","http://link.springer.com/chapter/10.1007/978-981-16-0882-7_36","Chapter"
"A Location and Intention Oriented Recommendation Method for Accuracy Enhancement over Big Data","Mobile Computing, Applications, and Services","","","","10.1007/978-3-030-28468-8_1","Wajid RafiqueLianyong QiZhili ZhouXuan ZhaoWenda TangWanchun Dou","2019","http://link.springer.com/chapter/10.1007/978-3-030-28468-8_1","Chapter"
"The application of neural network with convolution algorithm in Western music recommendation practice","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-01806-5","Xuan Chen","2020","http://link.springer.com/article/10.1007/s12652-020-01806-5","Article"
"Contextual Modelling in Context-Aware Recommender Systems: A Generic Approach","Web Information Systems Engineering – WISE 2011 and 2012 Workshops","","","","10.1007/978-3-642-38333-5_6","Christos MettourisGeorge A. Papadopoulos","2013","http://link.springer.com/chapter/10.1007/978-3-642-38333-5_6","Chapter"
"Personalized Access to Scientific Publications: from Recommendation to Explanation","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-38844-6_26","Dario De NartFelice FerraraCarlo Tasso","2013","http://link.springer.com/chapter/10.1007/978-3-642-38844-6_26","Chapter"
"Recommender Systems with Condensed Local Differential Privacy","Machine Learning for Cyber Security","","","","10.1007/978-3-030-62223-7_30","Ao LiuYanqing YaoXianfu Cheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-62223-7_30","Chapter"
"A Comprehensive Survey on Web Recommendations Systems with Special Focus on Filtering Techniques and Usage of Machine Learning","Computational Vision and Bio-Inspired Computing","","","","10.1007/978-3-030-37218-7_106","K. N. AshaR. Rajkumar","2020","http://link.springer.com/chapter/10.1007/978-3-030-37218-7_106","Chapter"
"The Research of Doctors Recommendation Algorithm based on Clustering and Collaborative Filtering","Proceedings of the 23rd International Conference on Industrial Engineering and Engineering Management 2016","","","","10.2991/978-94-6239-255-7_42","Chen WangMan Xu","2017","http://link.springer.com/chapter/10.2991/978-94-6239-255-7_42","Chapter"
"An intelligent recommendation system using gaze and emotion detection","Multimedia Tools and Applications","","78","11","10.1007/s11042-018-6755-1","Saurabh JaiswalShubham VirmaniVishal SethiKanjar DePartha Pratim Roy","2019","http://link.springer.com/article/10.1007/s11042-018-6755-1","Article"
"iSCUR: Interest and Sentiment-Based Community Detection for User Recommendation on Twitter","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-319-08786-3_27","Davide Feltoni GuriniFabio GasparettiAlessandro MicarelliGiuseppe Sansonetti","2014","http://link.springer.com/chapter/10.1007/978-3-319-08786-3_27","Chapter"
"User-centric hybrid semi-autoencoder recommendation system","Multimedia Tools and Applications","","","","10.1007/s11042-021-11039-z","Anand Shanker TewariItyendu ParhiFadi Al-TurjmanKumar AbhishekMuhummad Rukunuddin GhalibAchyut Shankar","2021","http://link.springer.com/article/10.1007/s11042-021-11039-z","Article"
"Enhanced graph recommendation with heterogeneous auxiliary information","Complex & Intelligent Systems","","","","10.1007/s40747-022-00645-5","Fulian YinMeiqi JiYanyan WangZebin YaoXiaoli FengSitong Li","2022","http://link.springer.com/article/10.1007/s40747-022-00645-5","Article"
"A Semantic Pattern-Based Recommender","Semantic Web Evaluation Challenge","","","","10.1007/978-3-319-12024-9_24","Valentina MaccatrozzoDavide CeolinLora AroyoPaul Groth","2014","http://link.springer.com/chapter/10.1007/978-3-319-12024-9_24","Chapter"
"A Hybrid Model for Recommendation Systems","Advances in Intelligent Information Hiding and Multimedia Signal Processing","","","","10.1007/978-981-33-6757-9_40","Thi-Linh HoAnh-Cuong LeDinh-Hong Vu","2021","http://link.springer.com/chapter/10.1007/978-981-33-6757-9_40","Chapter"
